"INDV1"	"INDV2"	"RELATEDNESS_PHI"
"2392"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_KU_8218_SANA"	-0.0924882
"1257"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.0929917
"1985"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0929917
"1244"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_113970_DUR"	-0.093079
"1296"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_113126_CHI"	-0.093079
"1255"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.093184
"1879"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_113126_CHI"	-0.093184
"1137"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_113126_CHI"	-0.093431
"1241"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_112592_GUE"	-0.093431
"1252"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.0941512
"1720"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0941512
"44"	"Setophaga_graciae_CM_S10255_BEL"	"Setophaga_graciae_UWBM_69981_PCA"	-0.0941632
"2280"	"Setophaga_graciae_UWBM_69981_PCA"	"Setophaga_graciae_CM_S10255_BEL"	-0.0941632
"1250"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114046_DUR"	-0.0942806
"1614"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0942806
"1258"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.0943068
"2038"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0943068
"872"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0952983
"1236"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_111891_NM"	-0.0952983
"2436"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_93807_CPN"	-0.0954566
"2696"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_77735_ARI"	-0.0954566
"1031"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0955268
"1239"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_112576_GUE"	-0.0955268
"1192"	"Setophaga_graciae_UWBM_113059_CHI"	"Setophaga_graciae_UWBM_114011_DUR"	-0.0957967
"1348"	"Setophaga_graciae_UWBM_114011_DUR"	"Setophaga_graciae_UWBM_113059_CHI"	-0.0957967
"2329"	"Setophaga_graciae_UWBM_69981_PCA"	"Setophaga_graciae_UWBM_93806_CPN"	-0.0965188
"2641"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_69981_PCA"	-0.0965188
"1084"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0970163
"1240"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_112587_GUE"	-0.0970163
"713"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0972686
"1233"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_106758_NM"	-0.0972686
"311"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_77735_ARI"	-0.0976141
"2391"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_KU_8199_SANA"	-0.0976141
"1266"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_84639_ARI"	-0.0977757
"2462"	"Setophaga_graciae_UWBM_84639_ARI"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0977757
"1264"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_77653_ARI"	-0.0981892
"2356"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0981892
"660"	"Setophaga_graciae_UWBM_105736_ARI"	"Setophaga_graciae_UWBM_113126_CHI"	-0.0994368
"1232"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_105736_ARI"	-0.0994368
"345"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114012_DUR"	-0.099589
"1385"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_KU_8218_SANA"	-0.099589
"2437"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_93808_CPN"	-0.0997694
"2749"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_77735_ARI"	-0.0997694
"348"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114039_DUR"	-0.0998485
"1544"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_KU_8218_SANA"	-0.0998485
"337"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_112575_GUE"	-0.100091
"961"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_KU_8218_SANA"	-0.100091
"2433"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_93801_CPN"	-0.100219
"2537"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_77735_ARI"	-0.100219
"1261"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114424_NEV"	-0.100312
"2197"	"Setophaga_graciae_UWBM_114424_NEV"	"Setophaga_graciae_UWBM_113126_CHI"	-0.100312
"352"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.10093
"1756"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_KU_8218_SANA"	-0.10093
"766"	"Setophaga_graciae_UWBM_106760_NM"	"Setophaga_graciae_UWBM_113126_CHI"	-0.100982
"1234"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_106760_NM"	-0.100982
"2434"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_93805_CPN"	-0.101037
"2590"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_77735_ARI"	-0.101037
"347"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114038_DUR"	-0.101569
"1491"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_KU_8218_SANA"	-0.101569
"350"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114047_DUR"	-0.101676
"1650"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_KU_8218_SANA"	-0.101676
"358"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.10184
"2074"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_KU_8218_SANA"	-0.10184
"1429"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_93807_CPN"	-0.102044
"2677"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114012_DUR"	-0.102044
"346"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114019_DUR"	-0.102763
"1438"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_KU_8218_SANA"	-0.102763
"130"	"Setophaga_graciae_DMNS_52524_COL"	"Setophaga_graciae_UWBM_113126_CHI"	-0.103327
"1222"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_DMNS_52524_COL"	-0.103327
"349"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114046_DUR"	-0.103447
"1597"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_KU_8218_SANA"	-0.103447
"819"	"Setophaga_graciae_UWBM_108714_NEV"	"Setophaga_graciae_UWBM_113126_CHI"	-0.103474
"1235"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_108714_NEV"	-0.103474
"1256"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_114091_CHIH"	-0.103478
"1932"	"Setophaga_graciae_UWBM_114091_CHIH"	"Setophaga_graciae_UWBM_113126_CHI"	-0.103478
"1588"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_93807_CPN"	-0.103511
"2680"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114039_DUR"	-0.103511
"1005"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_93807_CPN"	-0.104383
"2669"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_112575_GUE"	-0.104383
"356"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.104645
"1968"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_KU_8218_SANA"	-0.104645
"166"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_KU_8218_SANA"	-0.10469
"322"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_KU_33633_RACN"	-0.10469
"1694"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_93807_CPN"	-0.104789
"2682"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114047_DUR"	-0.104789
"340"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_112592_GUE"	-0.104925
"1120"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_KU_8218_SANA"	-0.104925
"2435"	"Setophaga_graciae_UWBM_77735_ARI"	"Setophaga_graciae_UWBM_93806_CPN"	-0.104973
"2643"	"Setophaga_graciae_UWBM_93806_CPN"	"Setophaga_graciae_UWBM_77735_ARI"	-0.104973
"1800"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	-0.105035
"2684"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.105035
"292"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114012_DUR"	-0.105068
"1384"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_KU_8199_SANA"	-0.105068
"2118"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	-0.105157
"2690"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.105157
"361"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_115308_GUE"	-0.105183
"2233"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_KU_8218_SANA"	-0.105183
"354"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.105383
"1862"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_KU_8218_SANA"	-0.105383
"1207"	"Setophaga_graciae_UWBM_113059_CHI"	"Setophaga_graciae_UWBM_114282_NEV"	-0.105389
"2143"	"Setophaga_graciae_UWBM_114282_NEV"	"Setophaga_graciae_UWBM_113059_CHI"	-0.105389
"351"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.105465
"1703"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_KU_8218_SANA"	-0.105465
"1535"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_93807_CPN"	-0.105737
"2679"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114038_DUR"	-0.105737
"343"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_113970_DUR"	-0.105765
"1279"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_KU_8218_SANA"	-0.105765
"1482"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_93807_CPN"	-0.10583
"2678"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114019_DUR"	-0.10583
"335"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_111891_NM"	-0.105954
"855"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_KU_8218_SANA"	-0.105954
"1272"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_95850_ARI"	-0.106079
"2780"	"Setophaga_graciae_UWBM_95850_ARI"	"Setophaga_graciae_UWBM_113126_CHI"	-0.106079
"305"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.106112
"2073"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_KU_8199_SANA"	-0.106112
"294"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114038_DUR"	-0.10645
"1490"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_KU_8199_SANA"	-0.10645
"284"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_112575_GUE"	-0.106601
"960"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_KU_8199_SANA"	-0.106601
"297"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114047_DUR"	-0.106622
"1649"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_KU_8199_SANA"	-0.106622
"295"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114039_DUR"	-0.106829
"1543"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_KU_8199_SANA"	-0.106829
"219"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_KU_8218_SANA"	-0.106855
"323"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_KU_33634_RACN"	-0.106855
"299"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.106924
"1755"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_KU_8199_SANA"	-0.106924
"4"	"Setophaga_graciae_CM_S10255_BEL"	"Setophaga_graciae_KU_33633_RACN"	-0.107356
"160"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_CM_S10255_BEL"	-0.107356
"357"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.107366
"2021"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_KU_8218_SANA"	-0.107366
"1427"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_93805_CPN"	-0.107383
"2571"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114012_DUR"	-0.107383
"338"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_112576_GUE"	-0.107465
"1014"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_KU_8218_SANA"	-0.107465
"925"	"Setophaga_graciae_UWBM_111896_NM"	"Setophaga_graciae_UWBM_113126_CHI"	-0.107541
"1237"	"Setophaga_graciae_UWBM_113126_CHI"	"Setophaga_graciae_UWBM_111896_NM"	-0.107541
"210"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_UWBM_93807_CPN"	-0.107647
"2654"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_KU_33633_RACN"	-0.107647
"1430"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_93808_CPN"	-0.107793
"2730"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114012_DUR"	-0.107793
"1426"	"Setophaga_graciae_UWBM_114012_DUR"	"Setophaga_graciae_UWBM_93801_CPN"	-0.107906
"2518"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114012_DUR"	-0.107906
"1641"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_UWBM_93807_CPN"	-0.108062
"2681"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114046_DUR"	-0.108062
"1906"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	-0.108207
"2686"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.108207
"1210"	"Setophaga_graciae_UWBM_113059_CHI"	"Setophaga_graciae_UWBM_69981_PCA"	-0.108326
"2302"	"Setophaga_graciae_UWBM_69981_PCA"	"Setophaga_graciae_UWBM_113059_CHI"	-0.108326
"1797"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_93801_CPN"	-0.108348
"2525"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.108348
"2277"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_UWBM_93807_CPN"	-0.108353
"2693"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_115308_GUE"	-0.108353
"1532"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_93801_CPN"	-0.10841
"2520"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114038_DUR"	-0.10841
"332"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_106758_NM"	-0.108707
"696"	"Setophaga_graciae_UWBM_106758_NM"	"Setophaga_graciae_KU_8218_SANA"	-0.108707
"293"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114019_DUR"	-0.108786
"1437"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_KU_8199_SANA"	-0.108786
"2012"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	-0.108973
"2688"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.108973
"5"	"Setophaga_graciae_CM_S10255_BEL"	"Setophaga_graciae_KU_33634_RACN"	-0.108978
"213"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_CM_S10255_BEL"	-0.108978
"1323"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_UWBM_93807_CPN"	-0.10905
"2675"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_113970_DUR"	-0.10905
"296"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114046_DUR"	-0.109113
"1596"	"Setophaga_graciae_UWBM_114046_DUR"	"Setophaga_graciae_KU_8199_SANA"	-0.109113
"1002"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_93801_CPN"	-0.109132
"2510"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_112575_GUE"	-0.109132
"1691"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_93801_CPN"	-0.109149
"2523"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114047_DUR"	-0.109149
"303"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114126_CHIH"	-0.109205
"1967"	"Setophaga_graciae_UWBM_114126_CHIH"	"Setophaga_graciae_KU_8199_SANA"	-0.109205
"899"	"Setophaga_graciae_UWBM_111891_NM"	"Setophaga_graciae_UWBM_93807_CPN"	-0.109231
"1801"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_93808_CPN"	-0.109231
"2667"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_111891_NM"	-0.109231
"2737"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.109231
"1798"	"Setophaga_graciae_UWBM_114088_CHIH"	"Setophaga_graciae_UWBM_93805_CPN"	-0.109346
"2578"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114088_CHIH"	-0.109346
"1585"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_93801_CPN"	-0.109367
"2521"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114039_DUR"	-0.109367
"2115"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_93801_CPN"	-0.10937
"2531"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.10937
"1164"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_UWBM_93807_CPN"	-0.109371
"2672"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_112592_GUE"	-0.109371
"1536"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_93808_CPN"	-0.109423
"2732"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114038_DUR"	-0.109423
"2116"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_93805_CPN"	-0.109446
"2584"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.109446
"2119"	"Setophaga_graciae_UWBM_114128_CHIH"	"Setophaga_graciae_UWBM_93808_CPN"	-0.109481
"2743"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114128_CHIH"	-0.109481
"2065"	"Setophaga_graciae_UWBM_114127_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	-0.109677
"2689"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114127_CHIH"	-0.109677
"1586"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_93805_CPN"	-0.109747
"2574"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114039_DUR"	-0.109747
"308"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_115308_GUE"	-0.109869
"2232"	"Setophaga_graciae_UWBM_115308_GUE"	"Setophaga_graciae_KU_8199_SANA"	-0.109869
"301"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114090_CHIH"	-0.109909
"1861"	"Setophaga_graciae_UWBM_114090_CHIH"	"Setophaga_graciae_KU_8199_SANA"	-0.109909
"1695"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_93808_CPN"	-0.109976
"2735"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114047_DUR"	-0.109976
"339"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_112587_GUE"	-0.110068
"1067"	"Setophaga_graciae_UWBM_112587_GUE"	"Setophaga_graciae_KU_8218_SANA"	-0.110068
"290"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_113970_DUR"	-0.110204
"1278"	"Setophaga_graciae_UWBM_113970_DUR"	"Setophaga_graciae_KU_8199_SANA"	-0.110204
"208"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_UWBM_93805_CPN"	-0.110326
"2548"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_KU_33633_RACN"	-0.110326
"1589"	"Setophaga_graciae_UWBM_114039_DUR"	"Setophaga_graciae_UWBM_93808_CPN"	-0.110373
"2733"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114039_DUR"	-0.110373
"363"	"Setophaga_graciae_KU_8218_SANA"	"Setophaga_graciae_UWBM_77653_ARI"	-0.110551
"2339"	"Setophaga_graciae_UWBM_77653_ARI"	"Setophaga_graciae_KU_8218_SANA"	-0.110551
"1003"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_93805_CPN"	-0.110552
"2563"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_112575_GUE"	-0.110552
"1692"	"Setophaga_graciae_UWBM_114047_DUR"	"Setophaga_graciae_UWBM_93805_CPN"	-0.110576
"2576"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114047_DUR"	-0.110576
"1006"	"Setophaga_graciae_UWBM_112575_GUE"	"Setophaga_graciae_UWBM_93808_CPN"	-0.110663
"2722"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_112575_GUE"	-0.110663
"1058"	"Setophaga_graciae_UWBM_112576_GUE"	"Setophaga_graciae_UWBM_93807_CPN"	-0.110758
"2670"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_112576_GUE"	-0.110758
"1747"	"Setophaga_graciae_UWBM_114087_CHIH"	"Setophaga_graciae_UWBM_93807_CPN"	-0.110801
"2683"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.110801
"1479"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_93801_CPN"	-0.110802
"2519"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_UWBM_114019_DUR"	-0.110802
"165"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_KU_8199_SANA"	-0.110855
"269"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_KU_33633_RACN"	-0.110855
"1533"	"Setophaga_graciae_UWBM_114038_DUR"	"Setophaga_graciae_UWBM_93805_CPN"	-0.110903
"2573"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114038_DUR"	-0.110903
"287"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_112592_GUE"	-0.110924
"1119"	"Setophaga_graciae_UWBM_112592_GUE"	"Setophaga_graciae_KU_8199_SANA"	-0.110924
"1480"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_93805_CPN"	-0.110934
"2572"	"Setophaga_graciae_UWBM_93805_CPN"	"Setophaga_graciae_UWBM_114019_DUR"	-0.110934
"263"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_UWBM_93807_CPN"	-0.110953
"2655"	"Setophaga_graciae_UWBM_93807_CPN"	"Setophaga_graciae_KU_33634_RACN"	-0.110953
"260"	"Setophaga_graciae_KU_33634_RACN"	"Setophaga_graciae_UWBM_93801_CPN"	-0.11121
"2496"	"Setophaga_graciae_UWBM_93801_CPN"	"Setophaga_graciae_KU_33634_RACN"	-0.11121
"211"	"Setophaga_graciae_KU_33633_RACN"	"Setophaga_graciae_UWBM_93808_CPN"	-0.111223
"2707"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_KU_33633_RACN"	-0.111223
"1483"	"Setophaga_graciae_UWBM_114019_DUR"	"Setophaga_graciae_UWBM_93808_CPN"	-0.111249
"2731"	"Setophaga_graciae_UWBM_93808_CPN"	"Setophaga_graciae_UWBM_114019_DUR"	-0.111249
"298"	"Setophaga_graciae_KU_8199_SANA"	"Setophaga_graciae_UWBM_114087_CHIH"	-0.111304
