VCF	Setophaga_graciae_CM_S10255_BEL_total_sites	Setophaga_graciae_CM_S9116_BEL_total_sites	Setophaga_graciae_DMNS_52524_COL_total_sites	Setophaga_graciae_KU_33633_RACN_total_sites	Setophaga_graciae_KU_33634_RACN_total_sites	Setophaga_graciae_KU_8199_SANA_total_sites	Setophaga_graciae_KU_8218_SANA_total_sites	Setophaga_graciae_UWBM_105736_ARI_total_sites	Setophaga_graciae_UWBM_106758_NM_total_sites	Setophaga_graciae_UWBM_106760_NM_total_sites	Setophaga_graciae_UWBM_108714_NEV_total_sites	Setophaga_graciae_UWBM_111891_NM_total_sites	Setophaga_graciae_UWBM_111896_NM_total_sites	Setophaga_graciae_UWBM_112575_GUE_total_sites	Setophaga_graciae_UWBM_112576_GUE_total_sites	Setophaga_graciae_UWBM_112587_GUE_total_sites	Setophaga_graciae_UWBM_112592_GUE_total_sites	Setophaga_graciae_UWBM_113059_CHI_total_sites	Setophaga_graciae_UWBM_113126_CHI_total_sites	Setophaga_graciae_UWBM_113970_DUR_total_sites	Setophaga_graciae_UWBM_114011_DUR_total_sites	Setophaga_graciae_UWBM_114012_DUR_total_sites	Setophaga_graciae_UWBM_114019_DUR_total_sites	Setophaga_graciae_UWBM_114038_DUR_total_sites	Setophaga_graciae_UWBM_114039_DUR_total_sites	Setophaga_graciae_UWBM_114046_DUR_total_sites	Setophaga_graciae_UWBM_114047_DUR_total_sites	Setophaga_graciae_UWBM_114087_CHIH_total_sites	Setophaga_graciae_UWBM_114088_CHIH_total_sites	Setophaga_graciae_UWBM_114090_CHIH_total_sites	Setophaga_graciae_UWBM_114091_CHIH_total_sites	Setophaga_graciae_UWBM_114126_CHIH_total_sites	Setophaga_graciae_UWBM_114127_CHIH_total_sites	Setophaga_graciae_UWBM_114128_CHIH_total_sites	Setophaga_graciae_UWBM_114282_NEV_total_sites	Setophaga_graciae_UWBM_114424_NEV_total_sites	Setophaga_graciae_UWBM_115308_GUE_total_sites	Setophaga_graciae_UWBM_69981_PCA_total_sites	Setophaga_graciae_UWBM_77653_ARI_total_sites	Setophaga_graciae_UWBM_77735_ARI_total_sites	Setophaga_graciae_UWBM_84639_ARI_total_sites	Setophaga_graciae_UWBM_93801_CPN_total_sites	Setophaga_graciae_UWBM_93805_CPN_total_sites	Setophaga_graciae_UWBM_93806_CPN_total_sites	Setophaga_graciae_UWBM_93807_CPN_total_sites	Setophaga_graciae_UWBM_93808_CPN_total_sites	Setophaga_graciae_UWBM_95850_ARI_total_sites	Setophaga_graciae_CM_S10255_BEL_het_sites	Setophaga_graciae_CM_S9116_BEL_het_sites	Setophaga_graciae_DMNS_52524_COL_het_sites	Setophaga_graciae_KU_33633_RACN_het_sites	Setophaga_graciae_KU_33634_RACN_het_sites	Setophaga_graciae_KU_8199_SANA_het_sites	Setophaga_graciae_KU_8218_SANA_het_sites	Setophaga_graciae_UWBM_105736_ARI_het_sites	Setophaga_graciae_UWBM_106758_NM_het_sites	Setophaga_graciae_UWBM_106760_NM_het_sites	Setophaga_graciae_UWBM_108714_NEV_het_sites	Setophaga_graciae_UWBM_111891_NM_het_sites	Setophaga_graciae_UWBM_111896_NM_het_sites	Setophaga_graciae_UWBM_112575_GUE_het_sites	Setophaga_graciae_UWBM_112576_GUE_het_sites	Setophaga_graciae_UWBM_112587_GUE_het_sites	Setophaga_graciae_UWBM_112592_GUE_het_sites	Setophaga_graciae_UWBM_113059_CHI_het_sites	Setophaga_graciae_UWBM_113126_CHI_het_sites	Setophaga_graciae_UWBM_113970_DUR_het_sites	Setophaga_graciae_UWBM_114011_DUR_het_sites	Setophaga_graciae_UWBM_114012_DUR_het_sites	Setophaga_graciae_UWBM_114019_DUR_het_sites	Setophaga_graciae_UWBM_114038_DUR_het_sites	Setophaga_graciae_UWBM_114039_DUR_het_sites	Setophaga_graciae_UWBM_114046_DUR_het_sites	Setophaga_graciae_UWBM_114047_DUR_het_sites	Setophaga_graciae_UWBM_114087_CHIH_het_sites	Setophaga_graciae_UWBM_114088_CHIH_het_sites	Setophaga_graciae_UWBM_114090_CHIH_het_sites	Setophaga_graciae_UWBM_114091_CHIH_het_sites	Setophaga_graciae_UWBM_114126_CHIH_het_sites	Setophaga_graciae_UWBM_114127_CHIH_het_sites	Setophaga_graciae_UWBM_114128_CHIH_het_sites	Setophaga_graciae_UWBM_114282_NEV_het_sites	Setophaga_graciae_UWBM_114424_NEV_het_sites	Setophaga_graciae_UWBM_115308_GUE_het_sites	Setophaga_graciae_UWBM_69981_PCA_het_sites	Setophaga_graciae_UWBM_77653_ARI_het_sites	Setophaga_graciae_UWBM_77735_ARI_het_sites	Setophaga_graciae_UWBM_84639_ARI_het_sites	Setophaga_graciae_UWBM_93801_CPN_het_sites	Setophaga_graciae_UWBM_93805_CPN_het_sites	Setophaga_graciae_UWBM_93806_CPN_het_sites	Setophaga_graciae_UWBM_93807_CPN_het_sites	Setophaga_graciae_UWBM_93808_CPN_het_sites	Setophaga_graciae_UWBM_95850_ARI_het_sites
CM027514.1__b.g.vcf.dataset4.vcf.simple.vcf	909159	402964	7474314	7687094	7397150	7315743	4828152	7492421	7009886	7764395	7745583	7783564	6811866	7002977	7588822	3921515	6830936	7510026	5622234	6946873	7358300	6816442	7724058	7366607	7459108	7442877	7440918	7128160	7017788	6143734	7087078	7217696	7709499	7047453	7286888	7544773	7393324	7590102	7589551	6042267	7565560	7353379	6872134	6974857	6045049	7430260	7685588	2921	1275	32002	22827	23086	28491	18655	32044	28313	32855	32681	32674	28722	29504	30931	14644	28170	29651	19243	29513	32439	29684	33951	31588	32136	31762	31152	30618	28659	25694	28822	31111	32599	29807	31396	32892	30897	25180	31855	24978	30464	28368	27326	26881	23587	28749	31326
CM027514.1__c.g.vcf.dataset4.vcf.simple.vcf	997803	473443	7396801	7577969	7221570	7226798	5402993	7413767	7068245	7689522	7669241	7702171	7098822	7097797	7567851	4066079	6831741	7457322	5554291	7014568	7287239	6901198	7646693	7347660	7370969	7398327	7366068	7148126	7023498	6396888	7027459	7212650	7615903	7065823	7287931	7496648	7376298	7551975	7486614	5805884	7524956	7325852	6917486	6952684	6159479	7385829	7612601	4001	1843	35116	26517	24498	31429	22868	35542	31412	35908	36695	37499	33103	33225	35990	18141	31365	32655	23310	32910	34615	33744	36382	35687	35803	35390	34312	33544	32694	30391	31544	34704	37222	32700	33014	36027	33390	27861	35667	27253	35801	31326	29230	30512	26104	31984	32769
CM027514.1__d.g.vcf.dataset4.vcf.simple.vcf	91360	44285	609333	614959	550687	596681	513424	612180	593819	638797	636499	639808	608231	597879	633183	384118	569423	621987	453160	589020	597171	570521	635275	606234	597984	615884	600580	589288	584192	554156	577631	588396	630966	580188	601255	628627	612460	625389	614837	446479	628369	611132	576452	574844	513983	607070	630639	528	221	3953	3040	3046	2933	3017	4071	4008	3982	4016	4279	4138	3423	4048	2198	3468	3912	2827	4062	3848	3888	4043	4000	3906	3763	3641	4109	3730	3697	3791	3683	4130	3735	3835	4047	3932	2962	3930	2777	4017	3532	3290	3196	2758	3653	4034
CM027515.1__a.g.vcf.dataset4.vcf.simple.vcf	965041	443067	6929772	7105865	6696781	6818814	5163176	6978875	6615693	7251522	7231301	7266073	6659972	6652796	7134083	3923339	6450492	7025988	5193392	6591455	6853226	6444158	7210382	6908337	6919573	6953614	6923950	6720160	6578333	6061978	6576298	6765600	7172191	6600518	6816703	7088623	6933277	7107112	7038106	5304931	7083943	6927803	6486310	6546249	5724977	6936581	7169396	6001	2676	47110	34036	35076	42260	32493	46277	42587	48065	48811	49382	44679	43871	46422	24911	42888	44429	32765	43837	45981	43891	48092	45813	47135	47256	45656	45235	42623	40846	42149	45583	48668	43785	45229	48184	45444	37372	46387	34606	47737	43044	38297	40420	35444	42291	48750
CM027515.1__b.g.vcf.dataset4.vcf.simple.vcf	1059009	508335	7753669	7957321	7614438	7567783	5468917	7765809	7377213	8044404	8028132	8059127	7322108	7395830	7885630	4240374	7141807	7805940	5856249	7315371	7652291	7188423	8008154	7694670	7730398	7739778	7742734	7473947	7349880	6639858	7369331	7584421	7981510	7350253	7607888	7832353	7726716	7882857	7859088	6146035	7860171	7668587	7247987	7297285	6394448	7751958	7966591	3274	1288	29820	23193	20869	27361	17899	29538	27192	30178	29418	27303	27270	27866	29858	15088	26737	28223	20313	26687	29006	28269	30929	29935	30253	29430	29535	28175	27363	25188	27198	28719	31311	27455	28152	30074	28148	23112	29478	23379	28307	26163	24437	24414	21806	26703	30621
CM027515.1__c.g.vcf.dataset4.vcf.simple.vcf	476501	226986	3619649	3710468	3511064	3558496	2733044	3642251	3465792	3787429	3775781	3795600	3504838	3462809	3730363	2099437	3359031	3663574	2711046	3420704	3555764	3350574	3761072	3596011	3591935	3633664	3600504	3486529	3442219	3199540	3447555	3518222	3745840	3473928	3557310	3701007	3622541	3715270	3679206	2753130	3703828	3621681	3368867	3404132	2984288	3609146	3743103	2231	999	20804	15417	14097	19459	14628	20516	19577	21148	21204	22147	19917	19776	20960	6463	19150	20137	14506	19543	20423	18766	21366	20268	20539	20647	20022	20326	18944	18188	19068	19945	21706	19305	20548	20981	19067	17420	20664	15102	21221	18719	17450	18518	15689	19169	21392
CM027516.1__a.g.vcf.dataset4.vcf.simple.vcf	1025498	478769	7508787	7717185	7367178	7342529	5600362	7539022	7223372	7829896	7807045	7841558	7283388	7221409	7698969	4281717	6959467	7590957	5634145	7099056	7423597	6997846	7790313	7487659	7489123	7535068	7502228	7272052	7151736	6591251	7131863	7341166	7755995	7220882	7408775	7643491	7526327	7683207	7611945	5821572	7660861	7477551	7050238	7095529	6221371	7518556	7749082	4065	1821	35999	27178	25789	31903	24727	36637	34552	37975	37562	38227	35283	35095	37434	18841	32987	34821	25484	34048	36251	34280	37642	35670	36268	36118	34998	35863	33318	31499	33848	35806	38082	34777	34828	36723	35533	29754	36255	28089	37687	32815	31524	30518	27113	33050	37494
CM027516.1__b.g.vcf.dataset4.vcf.simple.vcf	1027461	486845	7453504	7661445	7397347	7272604	5162830	7452595	7126938	7736115	7717354	7748972	6959191	7162106	7566228	3955071	6806334	7499289	5629794	7032636	7369105	6942257	7703790	7425152	7399312	7422206	7491019	7224071	7047283	6268945	7071335	7288572	7664048	6943713	7318163	7500485	7440875	7557561	7532926	5832049	7560246	7343057	7016739	6969237	6193792	7465816	7665538	4504	2376	41495	32605	31362	36388	26023	40713	37406	42130	42342	42802	25343	39452	40183	19362	36290	38699	26796	38244	39676	38244	42659	40087	40660	38724	40304	40948	37353	33766	37725	40681	42620	36753	5369	40889	25045	33110	40331	31251	41875	34966	33653	33941	30417	37270	42845
CM027516.1__c.g.vcf.dataset4.vcf.simple.vcf	46459	19128	326667	336553	319834	320502	229004	328962	309633	341425	340305	342011	304695	307373	333229	175494	303953	329303	243382	309061	322291	305600	339401	321290	324031	329422	327946	310543	310708	278493	309477	314730	337257	314242	320059	332450	324467	332104	331423	265490	331512	327044	300711	305734	262618	326470	337279	57	46	749	290	268	350	456	674	624	293	253	817	180	448	723	347	349	268	125	301	732	298	756	177	695	88	271	665	586	250	642	202	744	687	82	329	617	319	317	251	787	215	330	274	276	328	278
CM027517.1__a.g.vcf.dataset4.vcf.simple.vcf	903272	403327	6583160	6791109	6413581	6510041	4785497	6662590	6215344	6915264	6892414	6932949	6352807	6200737	6812425	3890990	6151297	6673447	4919675	6196300	6455522	6011755	6864505	6465523	6611195	6609902	6522716	6269138	6223660	5774922	6209794	6348769	6845562	6379193	6445172	6769990	6537135	6772726	6721040	5135368	6724393	6607432	6001334	6227841	5333631	6553164	6815869	5263	2717	37573	26867	26538	33932	25551	40612	34298	39748	39337	40337	36233	35694	38881	17467	34184	35884	27270	36446	37917	35590	38569	36607	38863	37511	36057	36614	35479	33461	35034	37782	39917	35852	36243	37818	36260	29868	39135	29085	38686	34626	32006	33043	28371	32613	37702
CM027517.1__b.g.vcf.dataset4.vcf.simple.vcf	1037252	486935	7333729	7516259	7210096	7147641	5372812	7331535	7024224	7612700	7593741	7622331	7018525	7082943	7463262	3982813	6753846	7405454	5563171	6938942	7269310	6886316	7577297	7326204	7290824	7321358	7358187	7140795	6984522	6373693	6984901	7162594	7534916	6926018	7219304	7416980	7342628	7463448	7417962	5714798	7453291	7249466	6925579	6893313	6159830	7351933	7541299	4321	2275	37307	29053	25722	32827	24655	38057	34476	39082	39407	39466	35432	35558	37174	7812	34661	34729	25977	34237	37036	35655	38870	38066	37559	37469	37576	35748	33508	32775	34470	36291	39166	34996	36032	38967	36801	29864	37490	28297	36349	33177	32816	30497	28221	33205	38810
CM027517.1__c.g.vcf.dataset4.vcf.simple.vcf	113864	53109	715236	728056	685150	697169	544866	716707	697587	739839	738120	740986	693515	702503	733381	378162	667961	722866	547213	691818	709642	689280	739390	720330	711099	720198	721042	702532	686702	636757	691924	699989	732520	684864	706712	726060	720404	730110	724361	569355	727022	712480	676074	672807	620229	716817	734606	188	56	501	240	790	120	516	681	541	331	513	614	593	511	741	415	514	863	718	511	727	597	821	459	604	546	553	572	655	474	697	630	459	578	480	663	829	625	384	640	806	872	639	674	596	568	574
CM027518.1__a.g.vcf.dataset4.vcf.simple.vcf	990788	461857	7187423	7392611	6972691	7060478	5450396	7245659	6911597	7523111	7497477	7535627	6999724	6882725	7411858	4210809	6701109	7285633	5395654	6834367	7047614	6659254	7475919	7144108	7187243	7218034	7135435	6933787	6839683	6353389	6815114	6983653	7450719	6896338	7077006	7357986	7200474	7379603	7310539	5568934	7350679	7199376	6717447	6816374	5958273	7166519	7426826	4731	1982	36078	26452	25390	31114	24773	35061	33823	36911	37197	38050	35990	33320	35721	19898	32571	35134	24440	34594	34603	33931	36491	34161	36064	35318	34828	34496	32260	30929	31886	35227	36339	33961	35556	37639	33048	27760	35302	26929	36904	32210	29628	29994	26561	31558	33541
CM027518.1__b.g.vcf.dataset4.vcf.simple.vcf	1052774	487755	7267237	7464226	7140377	7115106	5311134	7281326	6987377	7561586	7536556	7571729	6945512	6961053	7423645	3993618	6739129	7333294	5527722	6910137	7158526	6783731	7522455	7226036	7243064	7278187	7228624	7029727	6926769	6316938	6919562	7073544	7494766	6884781	7146065	7372275	7255263	7412717	7360676	5720373	7409250	7230743	6825137	6849353	6062272	7255380	7480999	4041	1688	29730	23793	22400	25596	18294	30744	27810	31158	30807	31892	27561	28826	28943	15379	27593	28895	20625	28155	31838	29440	31326	29755	29451	30351	31669	29435	28306	26059	28256	28604	31438	27580	30089	31243	30265	21373	29247	24506	29600	25392	25327	25608	21717	26871	31378
CM027518.1__c.g.vcf.dataset4.vcf.simple.vcf	36604	17096	261250	268511	253642	258562	211397	267383	249197	278109	276356	278952	261296	248284	273707	164922	247848	268677	193840	242470	257058	236984	275576	258323	261241	263719	259156	250557	246025	233019	247262	251535	274085	255896	258654	272761	262144	272147	267192	188613	269914	263637	238851	247885	211703	263417	273418	358	173	2373	1996	1880	2244	1782	2421	2503	2655	2504	2817	2486	2363	2758	1662	2440	2539	1681	2313	2553	2115	2636	2397	2491	2459	2450	2505	2409	2180	2251	2563	2714	2530	2576	2622	2586	2282	2549	1836	1943	2447	2045	2147	1991	2588	2753
CM027519.1__a.g.vcf.dataset4.vcf.simple.vcf	1077472	502105	7421452	7598367	7233672	7253606	5629416	7431094	7171876	7720501	7697856	7730497	7173736	7184954	7592215	4121614	6860153	7502699	5645890	7093247	7327720	7011292	7683567	7398711	7376598	7443880	7394745	7226171	7100051	6544473	7069002	7262683	7646026	7040637	7332282	7530460	7440127	7590287	7519613	5705948	7579169	7379648	7000347	7004530	6284786	7421850	7646939	4876	2308	39367	31310	28070	34585	26707	39263	36503	40781	41586	41449	31382	37230	40068	20304	36528	38240	27237	37617	13611	37862	40928	38842	38411	36944	38312	38966	37050	33592	36446	38443	40431	37016	39615	40759	39453	26843	39288	29562	41403	35028	32848	33294	25935	36202	37851
CM027519.1__b.g.vcf.dataset4.vcf.simple.vcf	751282	334618	5288471	5434730	5082969	5217211	4039947	5326808	5003942	5537398	5520932	5550307	5146251	5010858	5460945	3152930	4947679	5362603	3975544	5030257	5183465	4880976	5500142	5199010	5285313	5315848	5196237	5056674	5009542	4670882	5010625	5103474	5486714	5077276	5198303	5432063	5247507	5439337	5379642	4086180	5406568	5320434	4879710	5002348	4385137	5248996	5466905	3989	1841	31263	26981	23496	29113	22156	31438	28357	31593	32401	32956	29650	29628	31834	17360	28939	31212	21660	29171	13262	30855	32898	29943	30254	32053	30871	29970	28492	27947	27339	30041	33129	29643	29913	31555	29749	25529	31167	22818	32530	28310	26568	26967	23376	28450	31358
CM027520.1__a.g.vcf.dataset4.vcf.simple.vcf	1011586	460512	7208993	7388434	7059428	7027991	5314663	7218876	6924458	7489232	7470301	7500983	6824134	6941716	7357212	4052097	6640588	7267073	5489835	6805880	7131753	6770708	7452151	7178960	7173506	7202218	7211501	6988754	6846589	6165450	6852475	7026347	7419514	6733169	7078044	7295715	7207125	7342511	7291531	5588391	7333264	7138468	6777078	6755260	6050620	7191881	7415620	4795	2387	39315	29968	26774	36444	26624	40140	35856	40053	40883	41642	37028	38490	40493	20780	35422	35723	28571	37462	35118	37577	40156	39415	40638	38777	38921	39613	36584	31593	35694	37977	41824	36068	38689	39757	38224	30421	39282	30186	41365	35886	33743	34734	29977	36401	37600
CM027520.1__b.g.vcf.dataset4.vcf.simple.vcf	745877	354703	4924303	5036741	4793268	4801915	3784555	4921305	4785635	5109628	5095632	5115172	4777690	4820833	5031750	2724121	4535600	4983312	3773102	4718420	4882109	4693154	5090460	4948564	4883298	4945526	4937814	4817960	4719794	4351918	4711631	4832557	5062054	4649499	4876655	4993069	4955958	5024112	4973350	3807056	5027428	4880550	4701392	4639169	4231826	4934127	5062833	2924	1309	25925	20217	19209	22175	18852	26257	24798	26692	26496	27419	25802	25869	26276	12909	23975	25257	18170	24903	26943	25326	27324	26366	25782	25791	26502	26013	24779	22807	24891	26173	27528	24899	26231	27320	25536	20070	25705	19897	26953	22938	22991	22882	20093	24187	27098
CM027521.1__a.g.vcf.dataset4.vcf.simple.vcf	1132628	563077	7609865	7791927	7446175	7396337	5719788	7603481	7391372	7893000	7869977	7900217	7286425	7381714	7747236	4153060	6991958	7677732	5775568	7252330	7490735	7213806	7859609	7616049	7534978	7611664	7594767	7409550	7278033	6586264	7281385	7450038	7813781	7137282	7487226	7691361	7618704	7745870	7685605	5850614	7752051	7525171	7193891	7128701	6418590	7614932	7818396	5207	2710	42342	32366	30059	36088	27687	41813	39452	43043	43185	42821	39840	39192	40258	13949	38300	39313	28619	39779	41387	39950	43994	42248	40579	41506	40931	41824	38255	36056	39885	40643	42587	37640	40904	41686	40867	31826	41126	30550	42668	36905	36108	35265	31563	37719	42701
CM027521.1__b.g.vcf.dataset4.vcf.simple.vcf	456229	219926	2910541	2955998	2793851	2827882	2260263	2904782	2850710	3012024	3004360	3014914	2798391	2847205	2963745	1633556	2689590	2940445	2250403	2798051	2868223	2776871	3002375	2925480	2874728	2912461	2903521	2848422	2783957	2555107	2795359	2841717	2984609	2721376	2868233	2940461	2920520	2962223	2926605	2236504	2970223	2882865	2769925	2723250	2489982	2908828	2984623	2046	1050	13040	11242	10716	12670	9839	13358	12377	13627	13640	14021	11753	12347	11834	6495	12004	13351	10313	12690	12872	13057	13340	12356	12856	12894	12711	13135	12686	11255	12141	13098	13606	11924	13309	13138	12292	9874	13013	9656	14357	11599	11677	12088	10034	11390	13745
CM027522.1__a.g.vcf.dataset4.vcf.simple.vcf	1102232	522263	7002384	7121742	6687912	6813856	5574336	7011907	6818343	7275417	7253037	7283242	6851855	6816094	7169581	4008853	6487161	7080961	5329364	6722066	6883321	6639835	7240756	6997938	6940149	7024268	6954979	6827769	6687406	6220013	6697611	6841599	7204177	6640036	6911082	7110927	7030660	7157989	7069384	5297323	7144599	6959059	6643445	6570899	5955795	7003089	7199720	5764	2796	42624	33082	31598	39028	31673	42371	40200	43658	44125	44898	42084	40816	38993	22705	38976	41063	30340	42180	23210	40978	43829	42601	41669	42121	42060	41960	39692	37337	38503	40842	44711	39647	41639	43292	41734	33386	42662	30990	43579	38651	37590	35853	32737	38460	44104
CM027522.1__b.g.vcf.dataset4.vcf.simple.vcf	232229	113179	1304792	1332107	1285287	1267569	1059564	1298200	1297571	1344832	1342609	1345096	1277848	1302841	1330030	720515	1204031	1320680	1017317	1276218	1302080	1270167	1342582	1324452	1281879	1307280	1320601	1296819	1270356	1185197	1260915	1291508	1331809	1219491	1298222	1316440	1322640	1324766	1316555	1004939	1331132	1289902	1279934	1229307	1165096	1315982	1337023	687	317	3744	3126	3399	3699	2813	3517	3167	3521	3995	2603	3732	3323	3767	2184	3726	4173	2913	3115	1164	3441	3468	3946	3467	3815	4039	4097	3352	3350	3439	3600	3845	3141	3917	4111	3939	2244	3491	2808	3762	3753	3155	3201	3430	3015	4169
CM027523.1__a.g.vcf.dataset4.vcf.simple.vcf	994519	491249	6329883	6435456	6088206	6166193	4884738	6324343	6152218	6563641	6548181	6571630	6111617	6200121	6441476	3472487	5842673	6402024	4864802	6079822	6269400	6037935	6537446	6361005	6256742	6337786	6340253	6193578	6056155	5589727	6059056	6229950	6495085	5956371	6264112	6395149	6377505	6458954	6385439	4835435	6458077	6265952	6067373	5930039	5416049	6350738	6508642	5502	2498	32386	26863	26367	31163	26167	34117	31399	32419	34944	35603	32989	32728	34565	18185	31019	31774	24061	31933	33925	32371	35142	34110	34485	33853	33225	32341	31794	30050	30660	32472	34855	30831	31043	34448	32790	28359	34055	24565	33721	31828	28836	27619	26316	31509	34756
CM027523.1__b.g.vcf.dataset4.vcf.simple.vcf	213248	101279	1504104	1542961	1455041	1490132	1161060	1529346	1431743	1582445	1574882	1585223	1474723	1394767	1566188	905396	1410057	1525004	1124679	1421018	1461022	1372252	1570546	1474779	1512040	1524340	1478344	1426668	1427980	1346154	1432563	1444887	1564916	1475186	1476142	1550379	1491153	1547542	1537905	1172080	1540806	1518957	1346062	1426850	1216760	1492787	1556570	1207	571	5738	5333	4673	5717	4821	4221	4685	5136	4383	5432	5755	5052	5597	3298	5269	3535	4048	4653	5737	4964	5632	4403	5389	5813	4737	4986	4805	4290	4705	4693	5012	4708	4949	4800	5741	4438	4991	3995	5199	5297	4682	4489	4505	4987	5322
CM027524.1__a.g.vcf.dataset4.vcf.simple.vcf	1095239	534467	7093422	7235735	6891719	6896946	5486664	7078150	6924778	7354742	7337174	7361802	6854379	6941703	7229561	3874966	6536964	7182123	5429880	6790215	7036842	6789117	7326437	7135310	7019836	7109221	7106178	6963576	6801697	6205912	6812618	6970827	7277202	6683523	7021278	7164538	7136675	7229671	7159525	5433395	7240382	7016870	6785726	6637548	6090135	7128308	7295258	4815	2668	40107	32414	29638	35549	26607	39882	37657	39333	40156	39944	38163	38362	39249	18521	36802	40002	28669	37476	40148	36482	38931	37717	39543	38602	37877	39636	36379	33320	36947	39233	41194	36985	38789	41147	39387	32632	38777	28571	39737	34753	35944	30838	30752	37228	41039
CM027524.1__b.g.vcf.dataset4.vcf.simple.vcf	151147	72365	949243	970200	919986	921246	749951	951058	916875	986615	983944	987895	915170	917894	969728	541688	877232	961104	717470	902787	931152	874566	982472	948732	939375	948538	936722	926428	889503	836315	898914	918206	975776	894170	930048	962175	949912	965961	956580	708768	965085	944308	892251	888427	794267	947060	977346	1259	646	8887	7811	6332	7688	6414	8428	8412	8091	8995	9618	8650	7154	8734	3850	7017	8478	5892	8009	8733	11833	9177	8114	7965	8820	8488	8549	11969	7575	7276	8240	9079	8241	8094	12996	8238	6076	8546	6411	9084	8190	6802	7144	6975	7438	9229
CM027525.1__a.g.vcf.dataset4.vcf.simple.vcf	1099651	518231	7029961	7171598	6727439	6866453	5677167	7052820	6832591	7319003	7300282	7329340	6922541	6842907	7229326	4178414	6565993	7127790	5389156	6758396	6919012	6672708	7283125	7025280	6979169	7066271	6989453	6850983	6728532	6334859	6710791	6860245	7245180	6696221	6933505	7171920	7059915	7203717	7115118	5381485	7188576	7031958	6643013	6640749	6014917	7030897	7246440	6327	3260	38229	29688	28564	36498	28821	38848	35471	38135	40643	39200	39078	37995	40104	21729	35107	37966	28044	37476	37821	38674	38815	37544	39456	39152	37430	37601	37234	34558	34359	38513	39948	36660	38155	40434	36858	31391	36947	28928	37973	34916	32709	24667	29876	35919	40101
